customer_tweet_id,customer_text,apple_reply_text,is_dm_redirect,true_intent,true_routing,escalation_reason,predicted_intent,routing_decision,escalation_reason_predicted,drafted_reply,retrieved_precedent
171730,"@AppleSupport what's the best iPhone X case? Waterproof, dropproof & has a screen protector (possibly one that's already built-in the case...","@156100 Hi there, our Sales team will be happy to help you find a case that meets your needs! 

If you'd like to get in touch with them, please let us know which country you're located in, and we can provide some information to help you contact them.",false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","We recommend the LifeProof FRE case – it’s waterproof, drop‑proof, and includes a built‑in screen protector. Check compatibility and pricing here: https://t.co/3X9kY7sRzB","@AppleSupport Hi I would like to ask a question about the iP; @AppleSupport I use an iPhone 6, I have a glass protection s; @AppleSupport sooooooo I got a Belkin glass screen protector"
760489,@AppleSupport I have done .2 but when trying to download .3 it keeps freezing.,@301709 Are you successfully connected to a Wi-Fi network there?,false,ios_update_issues,auto_handle,,app_store_billing,auto_handle,"","Try these steps: 1️⃣ Restart your device. 2️⃣ Ensure you have enough storage. 3️⃣ Sign out of the App Store (Settings > Apple ID > Sign Out) then sign back in. 4️⃣ If it still freezes, switch to a different Wi‑Fi network or use cellular data. Let us know if it works.",@AppleSupport Still not working... Just keeps saying prepari; @AppleSupport I have to keep restarting it when it freezes. ; @AppleSupport Still having trouble with the freezing
889021,@AppleSupport hey how do I check what date these purchases were made https://t.co/t7z1iHz4Qe,@217095 We want to help. Send us a DM and we'll help you find the information you are looking for. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,requires_private_account_info,app_store_billing,auto_handle,"",Check your purchase history in the App Store: open the App Store app → tap your profile icon → tap “Purchased.” Tap “All” or “Not on this iPhone” to see dates. You can also view receipts in Settings → Apple ID → iTunes & App Store → View Apple ID → Purchase History.,@AppleSupport Thx that's what I need to know days ago; so i didn't make this purchase but the dates don't add up. #; @AppleSupport How do I get it when purchasing an item online
396989,This new iOS update is so cheese. Fix my phone @AppleSupport,@210027 We're happy to help. What issues are you experiencing with your device?,false,ios_update_issues,auto_handle,,ios_update_issues,auto_handle,"","Try these steps: 1️⃣ Restart your iPhone. 2️⃣ Go to Settings → General → iOS Update and tap *Check for Update* to ensure you’re on the latest build. 3️⃣ If the issue persists, back up and then reset Settings (Settings → General → Reset → Reset All Settings). 4️⃣ If still not resolved, let us know the exact problem and we’ll help further.",@AppleSupport this new update is THE WORST THING IN LIFE my ; @AppleSupport your new iOS update has fucked my phone 👍; Phones been fucking tweaking since this damn update @AppleSu
1153410,@AppleSupport All my buyed apps are gone. I have to pay for these apps again in my App Store. Why? 😢,@391383 We'd like to help.  Send us a DM with the device model you're using.  We'll go from there. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,financial_refund_request,app_store_billing,auto_handle,"","If an app has been removed from the App Store, it can’t be re‑downloaded for free. Contact the developer for a refund or use the Apple Support link for assistance: https://support.apple.com/contact.",@AppleSupport I am an app dev. My App is still not listed in; @AppleSupport There are some apps which I bought years ago a; @AppleSupport soooo since some of the apps I bought are unav
671346,@115858 just allowed my grandfather 2 be scammed & refused 2 do anything bc we werent law enforcement. We told them a crime was being committed & they stopped nothing! While on the phone w/their @AppleSupport team we watched as fraudulent purchases were made. They did nothing!,@280164 That's not the experience we want you to have. Please send us a DM with more information with what happened. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,account_security_risk,apple_id_account,auto_handle,"","We’re sorry you’re experiencing this. Please report the fraudulent activity immediately:  
1️⃣ Go to Settings → Apple ID → Password & Security → Report a Problem.  
2️⃣ Select “Fraudulent purchase” and follow the prompts.  
3️⃣ If you’re still seeing unauthorized charges, contact Apple Support at 1‑800‑Apple‑Support or chat online for urgent help.  
We’ll investigate and work to protect your account.",@AppleSupport Apple you are a bunch scam artist ! I just los; Hey @115858 @AppleSupport Scam alert! When you click the lin; @115858 @AppleSupport I think you need to notify people of t
243346,"@AppleSupport iPhone 6s battery is not holding charge, since updating to iOS 11.0.2 is this normal?",@173793 Thanks for bringing this to our attention. Click here to join us in DM: https://t.co/GDrqU22YpT,false,battery_power_drain,escalate,requires_private_account_info,battery_power_drain,auto_handle,"","Check Battery Health in Settings > Battery > Battery Health. If it’s below 80 % consider a replacement. Also try a hard reset (hold Power + Home until Apple logo). If the issue persists, visit an Apple Store or authorized service.","@AppleSupport since I update my iPhone 6s with ios 11,  the ; @AppleSupport I upgraded to iOS 11.1.2 and now my iPhone 6 c; @AppleSupport Yes I updated to ios11.0.2 with hopes that bat"
38893,@AppleSupport @115858 would I ever receive a txt saying my apple account had been locked and a link to a website to verify it? Seems odd!,@124486 We typically don't send texts. You can learn more about suspicious messages here: https://t.co/tHkFZyBtjO,false,apple_id_account,auto_handle,,apple_id_account,auto_handle,"","Apple never sends a text with a link to verify a locked account. If you receive such a message, it’s likely a phishing attempt. Do not click any links. For help, visit https://support.apple.com/verify or contact Apple Support directly.","@AppleSupport I got a message that said my account was locke; @AppleSupport received an email saying my account was locked; @115858 @AppleSupport had a email from you, not 100% if it's"
552198,@AppleSupport my iPhone is in the fritz please help me fix it! It randomly kicks me out of whatever app I'm on to this black loading screen then kicks me to my lock screen https://t.co/FIjdQmG7yM,"@248736 Thanks for contacting us. We know how important it is to have a reliable iPhone. We recommend backing up your device and following the steps here: https://t.co/osZOKKTalm

This will walk you through backing up your device: 
https://t.co/4f8hwT5to6",false,connectivity_hardware,auto_handle,"",ios_update_issues,auto_handle,"","We’re sorry you’re experiencing this. First, back up your iPhone (iCloud or iTunes). Then update to the latest iOS: Settings → General → Software Update. If the issue persists, try a hard reset (hold Power + Volume ↓ until Apple logo). If it still happens, restore via iTunes/Finder or visit an Apple Store. https://t.co/osZOKKTalm",@AppleSupport MOST UNSTABLE OPPERATING SYSTEM YET! My iPhone; @AppleSupport my phone keeps going black with a spinning whe; @AppleSupport please hurry w/ a solution to the iOS 11.2 bug
300079,Updated to ios11 and my phone is stuck on this. Anyone any idea why? 😩 @AppleSupport @122326 https://t.co/XemQsvTIoe,@187556 Hi there. We'd like to help. Have you tried the steps here: https://t.co/jhvYu3Fah8 Let us know.,false,ios_update_issues,auto_handle,,ios_update_issues,auto_handle,"","Try a force‑restart: hold Power + Home until the Apple logo appears. If it still stalls, check that you have enough storage (Settings > General > iPhone Storage). If space is fine, connect to iTunes/Mac and reinstall iOS 11 from there.",@AppleSupport so been tryin to update my 6s+ to 11.0.2 & it'; @AppleSupport just tried the latest ios11 software update on; @AppleSupport guys - this is stuck here. #iOS11 https://t.co
867474,"@AppleSupport I use iCloud. Not all the contacts are missing. I can't find them, but if they message me, their info will come up.","@325984 In Contacts, tap ""Groups"", is ""All iCloud"" selected?",false,out_of_scope_or_other,auto_handle,,apple_id_account,auto_handle,"","Check that the missing contacts are in iCloud by going to Settings → [Your Name] → iCloud and ensuring “Contacts” is toggled on. Then on your Mac or iPhone, open Contacts, tap “Groups” and make sure all iCloud groups are selected. If the contacts still don’t appear, try signing out of iCloud and back in to refresh the sync.",@AppleSupport Yep. I've gone through all that. That old addr; @AppleSupport half my contacts are missing. Cheers!!; @AppleSupport I haven't updated icloud for ages because i do
408832,"hey @AppleSupport, so my screen doesn't turn on, so I can't put in my passcode to unlock my phone and back it up onto my computer. what now?",@212465 That's not what we want to hear! Let us know if any of these steps help via DM https://t.co/8MvHMFZ83h https://t.co/GDrqU22YpT,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Try a force‑restart: hold Power + Volume Down (iPhone 8+) or Power + Home (iPhone 7 or earlier) until the Apple logo appears. If the screen stays off, connect to a computer, open Finder/ iTunes, and boot into recovery mode to restore. If that fails, visit an Apple Store or authorized service provider.","@AppleSupport The unlock screen showed up a few times but it; @applesupport hi, trying to restore back up on to new phone,; @AppleSupport it doesn't let me turn on the ""unlock iphone"" "
705442,@AppleSupport onde baixar novamente compras anteriores na nova versão do ios 11.0.2?? dificultaram uma coisa que antes era simples.,"@288636 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",false,app_store_billing,auto_handle,,app_store_billing,auto_handle,"","Para rebaixar compras anteriores no iOS 11.0.2, abra o App Store, toque em sua foto no canto superior direito, selecione “Compras” e depois “Todos”. Toque no ícone de download ao lado do app que deseja reinstalar. Se precisar de ajuda adicional, visite https://support.apple.com.","@applesupport após a atualização do IOS para a versão 11, a ; @AppleSupport a atualização do iOS 11.1.2 está péssima , dre; @AppleSupport IOS 11.0.2 apesta, actualice y tengo falla de "
588153,@AppleSupport I can sign in on my laptop no problem.,"@134431 When you sign in through Safari does it Auto-Fill the password, or are you entering it manually?",false,out_of_scope_or_other,auto_handle,"",out_of_scope_or_other,escalate,requires_dm_troubleshooting,Got it—thanks for letting us know. I’ve forwarded this to our support team so they can help you further. They’ll reach out shortly.,@AppleSupport Yes! And I don't have any issues on the Mac; @AppleSupport Yes and I haven't tried on another computer I'; @AppleSupport Yes and I get in just fine
924573,"@AppleSupport Well yes, but even when I have low power mode off it doesn't work",@163969 Got it. DM us anything else you've tried to get Siri working and we'll go from there. https://t.co/GDrqU22YpT,true,ios_update_issues,escalate,requires_dm_troubleshooting,battery_power_drain,auto_handle,"","Check Settings → Battery → Battery Health to see if your battery is degraded. Also make sure Background App Refresh is on (Settings → General → Background App Refresh) and that Location Services for the app are set to “While Using.” If the issue persists, try a quick restart.","@AppleSupport Nope, not in low power mode; @AppleSupport I had low power mode on 😂😂😂 sorry; @AppleSupport And this happens even when I'm on the low powe"
861945,@AppleSupport REPLY TO MY DM,@324672 We've received your DM and will continue there shortly. Thank you for your patience.,false,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","Thanks for reaching out. First, try restarting your device and checking for the latest software update. If the problem continues, let us know the exact error message or symptom so we can guide you further.",@AppleSupport DM sent; @AppleSupport DM sent; @AppleSupport DM sent
67413,"@AppleSupport purchased new iPhone 10 , doesn't vibrate or ring while incoming calls. Tried everything at my end. Help",@131395 We are here to help. DM us your iOS version and we can take a look at this for you. https://t.co/GDrqU22YpT,false,connectivity_hardware,escalate,requires_private_account_info,connectivity_hardware,auto_handle,"","Check the side‑switch is set to Ring, make sure “Silent Mode” isn’t on, and that “Ringer & Alerts” volume is up. If that’s fine, try a quick restart. If the issue persists, reset all settings (Settings → General → Transfer/Reset iPhone → Reset → Reset All Settings).","@AppleSupport hello, under Ios 11.0.2 do you know of the iPh; @AppleSupport since this new update my phone doesn't ring an; @AppleSupport It's with all my apps that give me notificatio"
337446,"@AppleSupport @115858 iOS 11.0.2 drains battery, + iCal takes ~ONE MINUTE to open and then a good 30 seconds to react to touch!!! #iOSgarbage",@196523 Let's look at this together! We want you to have a working device! Please DM us. https://t.co/GDrqU22YpT,true,battery_power_drain,escalate,requires_private_account_info,battery_power_drain,escalate,requires_dm_troubleshooting,We’re sorry to hear about the battery drain and iCal lag. I’ve forwarded this to our technical team—please check your DMs for next steps. We’ll get you sorted out as quickly as possible.,@AppleSupport ive just updated to ios 11.0.2 and the battery; @AppleSupport new iOS drains battery w/ hardly any use- less; @AppleSupport what's up with the ridiculously fast battery d
462039,"@115858 @AppleSupport how long does it take to get my activation code for logic, Final cut etc. after purchase?","@224802  We'd love to get you on track with our applications. We do need to know a bit more to help. While Final Cut and Logic have cost and may require a code, many other of our applications come pre-installed. Send us a DM. We'll get to the bottom of this. https://t.co/GDrqU22YpT",true,out_of_scope_or_other,escalate,requires_private_account_info,app_store_billing,auto_handle,"","Activation codes are sent to the email address linked to your Apple ID within 24 hours of purchase. Check your inbox (and spam/junk). If you haven’t received it, go to https://support.apple.com/activation‑codes for next steps.",@AppleSupport I've already did this. It said I would have in; @115858 @AppleSupport not sure I've got that much time... ht; @AppleSupport @115858 - I requested an Apple ID recovery but
1143523,@AppleSupport can't sign in2 iTunes Store becuz Apple ID email does not exist Yahoo deleted it for inactivity yrs ago n phone logged me out?,@389144 The security of your account is important to us. Contact our Account Security team via: https://t.co/UJm15vmMM2,false,apple_id_account,escalate,account_security_risk,apple_id_account,auto_handle,"","If the email you used for your Apple ID was deleted, you’ll need to recover or create a new Apple ID. Go to https://iforgot.apple.com/, enter the email, and follow the prompts to reset or create a new account. If you can’t recover it, contact Apple Support for help.","@AppleSupport I signed in, i went back to the App Store & it; @AppleSupport Can't use the App Store; refuses to sign in my; @AppleSupport why does my Apple ID say it doesn't exist when"
1133624,"@AppleSupport Annoying when my phone is locked and I have a podcast playing, yet when I swipe up it shows a song so I have to unlock to pause the podcast.",@387113 Got it. Please DM us so that we can continue troubleshooting together. https://t.co/GDrqU22YpT,true,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","Make sure your iPhone is on the latest iOS. If the issue persists, try a quick restart: hold the side button + volume up (or down) until the power slider appears, then slide to power off and turn it back on. This often fixes lock‑screen media glitches.","@AppleSupport It just kept popping up every time I locked my; @AppleSupport Also, I now can't control Spotify from the loc; @AppleSupport when I pause a podcast and go to another app W"
33353,#iOS11.1 is taking iPhones into consistent boot loops !! It remains for a couple of hours boot looping over and over then it gets back on again. This happened since the betas. I thought it's a bug but even now with the official 11.1 it happened. @AppleSupport @115858 https://t.co/Q5vk9E0I0W,@123375 Let's get this resolved. Are you still experiencing this issue? Reply in DM to get started. https://t.co/GDrqU22YpT,false,ios_update_issues,escalate,requires_private_account_info,ios_update_issues,auto_handle,"","Try a full restore: back up your iPhone, then erase it and reinstall iOS 11.1 from Recovery Mode. If the loop stops, it’s a software issue. For step‑by‑step guidance, see https://support.apple.com/en-us/HT202627.","also having troubles that your iPhone Keeps Resetting/Reboot; My iPhone has been rebooting on a loop since yesterday. Has ; @AppleSupport Please help.

1. Please check #iOS11 (issamess"
181407,"@AppleSupport The guy that ""helped"" me today was hostile, and didn't help.","@158615 That's certainly not the experience that we want you to have. Please send us a DM and tell us more about what happened. Be sure to include where you were speaking with him. If it was in a store, please include the location and time you were there. https://t.co/GDrqU22YpT",true,out_of_scope_or_other,escalate,requires_private_account_info,out_of_scope_or_other,auto_handle,"",I’m sorry to hear about your experience. Let’s get you the help you need—please call us at 1‑800‑275‑2273 or schedule a chat through the Apple Support app (Settings → Support → Contact). We’ll make sure you’re assisted promptly.,@AppleSupport I did but you haven't helped and you won't do ; @AppleSupport I meant I tried all your steps and It did not ; @AppleSupport Yeah guys that did not help solve the issue
1101027,"@AppleSupport @379765 6 & .3 is installed. Battery draining at least 4x faster, least of my problems...my phone says, 'no service', about 70% of the day!",@379766 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,true,out_of_scope_or_other,escalate,requires_dm_troubleshooting,battery_power_drain,auto_handle,"","Check Battery Health (Settings → Battery → Battery Health) – if it’s below 80% replace the battery. Then reset network settings (Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings). If “No Service” persists, try a clean iOS reinstall.",@AppleSupport @115858 And the draining of the battery still ; @AppleSupport @271136 Same here with my 6 Plus. It hates thi; @AppleSupport @325403 I'm also having battery drain issues t
301113,Okay so @14773 spent ₹ 700 on Apple Store on an in-app purchase. Let's see how and if I can get a refund from @115858 @AppleSupport,@187817 We'd love to assist. For help with a purchase from the App Store/iTunes Store check out this link: https://t.co/TOBCIpcCEt,false,app_store_billing,escalate,financial_refund_request,app_store_billing,escalate,financial_refund_request,"We’re sorry to hear about the charge. I’ve forwarded your request to our App Store Billing team, and they’ll reach out shortly to help you with a refund. Thank you for your patience.",@AppleSupport I accidentally bought something is there anywa; @AppleSupport I got refunded for an in app purchase on Monda; hey @118936 you and @AppleSupport need to help me figure out
716509,"@AppleSupport Hi, Finally working, my password was not going through even when I know I was typing the correct password. Managed to change password thrice",@227624 We are glad you got this working. Let us know if you need anything else.,false,apple_id_account,auto_handle,,apple_id_account,auto_handle,"","If the new password still isn’t accepted, try signing in from a different device or browser. If it still fails, reset your Apple ID password using the account recovery link: https://support.apple.com/forgot-password. This will guide you through the secure reset process.","@AppleSupport I changed it when first told me the password w; @AppleSupport Yes. My phone is working properly. My Mac keep; @AppleSupport So I do the forgot my password thing, put my n"
1131478,thanks for the update @115858 @AppleSupport - my phone just dropped 20% battery life after opening a single app. glorious!,"@386648 Let's work on a solution for your battery life. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",false,battery_power_drain,escalate,requires_dm_troubleshooting,battery_power_drain,auto_handle,"","Check Battery Usage in Settings → Battery → Battery Usage to see which app is draining. Try closing it, updating iOS, and if the issue persists, reset Settings (Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings). If it still drains, let us know your iPhone model and iOS version.",Thanks fir 11.2 @AppleSupport. My phone battery went from 10; @AppleSupport what a shitty update again from you #apple my ; What are y'all gonna do about iPhones dying every hour! My b
1141015,@AppleSupport my App Store isn't working and won't download new apps or updates. Constant circle as below... can you help please? https://t.co/C7ZeyCP84h,@388583 We're here for you. Which iPhone do you have and what's the iOS version? Settings > General > About.,false,out_of_scope_or_other,auto_handle,,app_store_billing,auto_handle,"","Check your internet connection (Wi‑Fi & cellular). Restart your device, then sign out of your Apple ID in Settings → App Store and sign back in. If the circle persists, clear the App Store cache by opening the Store, tapping any tab 10×, then try again. If it still won’t download, update to the latest iOS or contact Apple Support.",@AppleSupport is the App Store down? I can't download or upd; @AppleSupport App Store not working for me. It's not downloa; @AppleSupport I can't update or download any apps... when I 
1061468,"@AppleSupport hi, I'd forgotten my password, did the recover, got message saying reset next day at 7pm. Day passed no reset info?!??",@286166 You'll find more info concerning account recovery here: https://t.co/nXAGZj0EE7,false,apple_id_account,escalate,requires_private_account_info,apple_id_account,auto_handle,"","We’re sorry you’re stuck. Check your email (and spam) for the reset link from Apple; it’s usually sent within a few minutes. If you still don’t see it, try the Account Recovery form here: https://support.apple.com/en-us/HT204072. This will let us verify your identity and reset your password.",@AppleSupport I need my password resetting as I forgot it lo; @AppleSupport Forgot my password. Filled in the recovery for; @AppleSupport is there a way to reset my password immediatel
409392,Now had to turn my phone off 21 times @AppleSupport fix it,"@212609 DM us using the link below, and let us know details of what's going on with your iPhone. https://t.co/GDrqU22YpT",false,connectivity_hardware,escalate,requires_private_account_info,ios_update_issues,auto_handle,"","Try a hard‑restart: hold Power + Volume‑down until the Apple logo appears. If the issue persists, back up your iPhone, then go to Settings → General → Reset → Reset All Settings. If it still reboots, let us know the iOS version and model.",I've never had to turn my phone on and off again so many tim; @AppleSupport So I have to shut my phone down then turn it b; @applesupport please stop restarting my phone multiple times
143533,@AppleSupport I want to change the country of my App Store from USA to India and it keeps asking my for my credit card. Why do u need my card information when I m only changing the region on my phone,@148427 We're here to help. This article will explain why you need to make that change: https://t.co/usOJWy6ChP,false,app_store_billing,auto_handle,,apple_id_account,auto_handle,"",To change your App Store country you must add a valid payment method for the new region. This verifies your account and ensures purchases work. You can use a local Indian card or a prepaid card. Learn more here: https://support.apple.com/en-us/HT202059,"@AppleSupport my App Store has for some reason changed to Ca; @AppleSupport I keep calling regarding a mental function wit; @AppleSupport Hello, I need some help regarding the region c"
964034,@AppleSupport macOS High Sierra poss. GUI problems. MacBook Pro mid 2014. System freezing. Have to hard shut down. Daily occurance. Help!,@348817 We'd like to look into this with you. Please DM us any troubleshooting steps you've already tried. https://t.co/GDrqU22YpT,true,out_of_scope_or_other,auto_handle,,out_of_scope_or_other,auto_handle,"","Check for any pending macOS updates (Apple > Software Update). If none, run Disk Utility → First Aid on your startup disk. Then reset NVRAM (restart, hold Option‑Command‑P‑R for 20 s). If freezes persist, try Safe Mode (restart, hold Shift) and create a new user to see if the issue is user‑specific. If it still happens, let us know the exact error logs.","@AppleSupport I'm getting frequent system freezes on my MacB; @AppleSupport 
Yesterday I installed the new macOS High Sier; @AppleSupport i doubt its app related, that wouldnt freeze t"
877715,@AppleSupport Seems kinda random but may have been Photoshop.. certainly apps from Slack to Axure have really struggled w the update,@328357 Does the same behavior occur when the computer is placed into safe mode? https://t.co/PQ4LSYhUTY,false,ios_update_issues,auto_handle,,ios_update_issues,auto_handle,"","Check that all your apps are updated to the latest version. If an app still misbehaves, try deleting and reinstalling it. If the issue persists, let the developer know—they’ll need to release an update for the new iOS version.",@AppleSupport Started happening two updates ago. Should of k; @AppleSupport Haven't updated to the 11.0.3 yet. So I'm what; @AppleSupport Didn't think this would be a big enough update
630885,@AppleSupport my gen 3 Watch doesn't receive calls sometimes. My phone says missed calls but my watch doesn't ring. What do I do?,@269500 Let's begin by restarting both devices. How to restart your Apple Watch: https://t.co/gZrStAoDfj,false,connectivity_hardware,auto_handle,,connectivity_hardware,auto_handle,"","Make sure your watch is on the same Wi‑Fi or has a good Bluetooth connection to your iPhone. Check that “Answer Calls” is enabled in Settings > Phone > Answer Calls. If it’s still off, restart both devices, then update to the latest watchOS and iOS. If the issue persists, reset the network settings on your iPhone.",@AppleSupport I've tried sending messages and they seem to s; @AppleSupport Updated my Apple Watch this morning and now I'; @AppleSupport new Gen 3 watch still not working. Have gone t
